Timestamp,Market_Price_EUR_MWh,BESS_Power_kW,BESS_SoC_MWh,BESS_SoC_%,BESS_Temperature_C,Operating_Mode,Fault_Flag,Fault_Code,Cycle_Count,AC_Voltage_V,AC_Frequency_Hz
2025-05-01 09:15:00,44.38,0.0,228.0,95.0,23.62,Idle,0,0,4,149477.8,49.983
2025-05-01 09:30:00,40.0,0.0,228.0,95.0,25.56,Idle,0,0,4,149164.12,50.007
2025-05-01 09:45:00,38.83,0.0,228.0,95.0,25.06,Idle,0,0,4,151087.76,50.024
2025-05-01 10:00:00,41.98,0.0,228.0,95.0,25.77,Idle,0,0,4,150807.33,49.975
2025-05-01 10:15:00,43.68,0.0,228.0,95.0,27.11,Idle,0,0,4,149902.87,49.979
2025-05-01 10:30:00,45.52,0.0,228.0,95.0,26.54,Idle,0,0,4,147600.32,50.02
2025-05-01 10:45:00,43.8,0.0,228.0,95.0,31.33,Idle,1,1,4,147477.73,49.993
2025-05-01 11:00:00,44.24,0.0,228.0,95.0,23.61,Idle,0,0,4,151486.47,49.977
2025-05-01 11:15:00,41.95,0.0,228.0,95.0,20.4,Idle,0,0,4,150875.59,49.983
2025-05-01 11:30:00,44.39,0.0,228.0,95.0,24.98,Idle,0,0,4,150399.63,50.016
2025-05-01 11:45:00,43.49,0.0,228.0,95.0,23.33,Idle,0,0,4,149766.3,49.992
2025-05-01 12:00:00,41.06,0.0,228.0,95.0,24.72,Idle,0,0,4,150168.03,49.977
2025-05-01 12:15:00,44.3,0.0,228.0,95.0,26.02,Idle,0,0,4,147482.88,50.003
2025-05-01 12:30:00,45.9,0.0,228.0,95.0,27.1,Idle,0,0,4,152230.09,49.989
2025-05-01 12:45:00,49.16,0.0,228.0,95.0,27.24,Idle,0,0,4,150795.6,50.025
2025-05-01 13:00:00,44.19,0.0,228.0,95.0,26.85,Idle,0,0,4,151599.57,49.984
2025-05-01 13:15:00,51.23,-60000.0,212.21,88.42,28.41,Discharge,0,0,4,152150.12,49.975
2025-05-01 13:30:00,47.74,60000.0,226.46,94.36,32.11,Charge,0,0,5,150453.98,49.996
2025-05-01 13:45:00,49.51,0.0,228.0,95.0,24.0,Idle,0,0,5,148539.6,50.009
2025-05-01 14:00:00,51.04,-60000.0,212.21,88.42,30.39,Discharge,0,0,5,150226.07,50.022
2025-05-01 14:15:00,51.64,-60000.0,196.42,81.84,30.65,Discharge,0,0,5,151974.55,50.016
2025-05-01 14:30:00,52.08,-60000.0,180.63,75.26,32.67,Discharge,0,0,5,149478.71,49.982
2025-05-01 14:45:00,54.86,-60000.0,164.84,68.68,32.78,Discharge,0,0,5,150133.07,50.002
2025-05-01 15:00:00,55.02,-60000.0,149.05,62.11,28.34,Discharge,0,0,5,149000.99,50.005
2025-05-01 15:15:00,48.05,60000.0,163.3,68.04,31.46,Charge,0,0,6,149130.49,50.008
2025-05-01 15:30:00,53.01,-60000.0,147.51,61.46,32.92,Discharge,0,0,7,151354.94,49.981
2025-05-01 15:45:00,51.05,-60000.0,131.72,54.88,32.49,Discharge,0,0,7,150766.15,49.963
2025-05-01 16:00:00,55.22,-60000.0,115.93,48.31,28.48,Discharge,0,0,7,149249.72,49.976
2025-05-01 16:15:00,57.14,-60000.0,100.14,41.73,31.94,Discharge,0,0,7,148880.11,50.014
2025-05-01 16:30:00,55.28,-60000.0,84.36,35.15,26.93,Discharge,0,0,7,149163.21,49.951
2025-05-01 16:45:00,57.46,-60000.0,68.57,28.57,33.28,Discharge,0,0,7,148158.68,50.005
2025-05-01 17:00:00,57.06,-60000.0,52.78,21.99,30.7,Discharge,0,0,7,148808.18,50.037
2025-05-01 17:15:00,57.48,0.0,48.0,20.0,24.47,Idle,0,0,7,150599.48,50.013
2025-05-01 17:30:00,56.93,0.0,48.0,20.0,27.64,Idle,0,0,7,151438.11,50.02
2025-05-01 17:45:00,58.15,0.0,48.0,20.0,25.27,Idle,0,0,7,148204.69,49.992
2025-05-01 18:00:00,62.78,0.0,48.0,20.0,24.47,Idle,0,0,7,149930.77,49.985
2025-05-01 18:15:00,57.93,0.0,48.0,20.0,26.37,Idle,0,0,7,148245.35,49.983
2025-05-01 18:30:00,59.44,0.0,48.0,20.0,24.37,Idle,0,0,7,148512.43,50.021
2025-05-01 18:45:00,56.39,0.0,48.0,20.0,24.02,Idle,0,0,7,149029.78,49.993
2025-05-01 19:00:00,60.23,0.0,48.0,20.0,26.68,Idle,0,0,7,149019.95,49.973
2025-05-01 19:15:00,60.12,0.0,48.0,20.0,25.48,Idle,0,0,7,150159.94,49.985
2025-05-01 19:30:00,61.52,0.0,48.0,20.0,21.6,Idle,0,0,7,149010.07,49.986
2025-05-01 19:45:00,61.32,0.0,48.0,20.0,22.7,Idle,0,0,7,150859.02,50.035
2025-05-01 20:00:00,61.34,0.0,48.0,20.0,26.75,Idle,0,0,7,148281.03,49.987
2025-05-01 20:15:00,60.29,0.0,48.0,20.0,20.75,Idle,0,0,7,151290.45,50.03
2025-05-01 20:30:00,61.0,0.0,48.0,20.0,27.99,Idle,0,0,7,148085.78,50.013
2025-05-01 20:45:00,57.92,0.0,48.0,20.0,23.88,Idle,0,0,7,149863.02,49.958
2025-05-01 21:00:00,59.43,0.0,48.0,20.0,27.9,Idle,0,0,7,148401.76,50.023
2025-05-01 21:15:00,59.43,0.0,48.0,20.0,22.98,Idle,0,0,7,148641.74,49.984
2025-05-01 21:30:00,59.59,0.0,48.0,20.0,24.49,Idle,0,0,7,149813.0,50.01
2025-05-01 21:45:00,61.73,0.0,48.0,20.0,24.82,Idle,0,0,7,150304.5,49.993
2025-05-01 22:00:00,57.72,0.0,48.0,20.0,22.79,Idle,0,0,7,150870.99,50.002
2025-05-01 22:15:00,57.1,0.0,48.0,20.0,26.16,Idle,0,0,7,151254.62,49.986
2025-05-01 22:30:00,57.76,0.0,48.0,20.0,26.26,Idle,0,0,7,151173.34,49.961
2025-05-01 22:45:00,56.2,0.0,48.0,20.0,26.03,Idle,0,0,7,151167.8,50.008
2025-05-01 23:00:00,59.46,0.0,48.0,20.0,26.04,Idle,0,0,7,150723.67,50.019
2025-05-01 23:15:00,57.93,0.0,48.0,20.0,26.16,Idle,0,0,7,150958.11,50.009
2025-05-01 23:30:00,58.26,0.0,48.0,20.0,27.37,Idle,0,0,7,149358.0,49.957
2025-05-01 23:45:00,52.71,0.0,48.0,20.0,23.59,Idle,0,0,7,149521.56,50.011
2025-05-02 00:00:00,58.91,0.0,48.0,20.0,22.41,Idle,0,0,7,149350.6,49.996
2025-05-02 00:15:00,52.48,0.0,48.0,20.0,24.24,Idle,0,0,7,149695.49,49.995
2025-05-02 00:30:00,52.51,0.0,48.0,20.0,23.75,Idle,0,0,7,148500.81,50.003
2025-05-02 00:45:00,52.47,0.0,48.0,20.0,25.94,Idle,0,0,7,151183.44,49.968
2025-05-02 01:00:00,53.63,0.0,48.0,20.0,20.16,Idle,0,0,7,149410.8,49.992
2025-05-02 01:15:00,53.1,0.0,48.0,20.0,28.62,Idle,1,2,7,151380.87,49.986
2025-05-02 01:30:00,51.83,0.0,48.0,20.0,28.85,Idle,0,0,7,151289.09,50.004
2025-05-02 01:45:00,51.07,0.0,48.0,20.0,24.43,Idle,0,0,7,149592.63,50.011
2025-05-02 02:00:00,51.01,0.0,48.0,20.0,24.5,Idle,0,0,7,149799.87,49.997
2025-05-02 02:15:00,47.62,60000.0,62.25,25.94,28.81,Charge,0,0,7,149472.11,49.966
2025-05-02 02:30:00,47.79,60000.0,76.5,31.87,31.94,Charge,0,0,7,148949.56,49.986
2025-05-02 02:45:00,46.32,60000.0,90.75,37.81,29.52,Charge,0,0,7,150601.32,49.993
2025-05-02 03:00:00,47.55,60000.0,105.0,43.75,31.23,Charge,0,0,7,150330.39,49.986
2025-05-02 03:15:00,43.12,60000.0,119.25,49.69,31.17,Charge,0,0,7,149329.56,49.985
2025-05-02 03:30:00,44.59,60000.0,133.5,55.62,28.19,Charge,0,0,7,149830.17,50.016
2025-05-02 03:45:00,49.04,60000.0,147.75,61.56,25.28,Charge,0,0,7,149778.89,49.985
2025-05-02 04:00:00,45.54,60000.0,162.0,67.5,28.7,Charge,0,0,7,151182.18,49.994
2025-05-02 04:15:00,42.53,60000.0,176.25,73.44,30.37,Charge,0,0,7,150488.91,49.98
2025-05-02 04:30:00,45.5,60000.0,190.5,79.38,32.06,Charge,0,0,7,149431.44,50.013
2025-05-02 04:45:00,44.72,60000.0,204.75,85.31,29.56,Charge,0,0,7,149895.41,50.025
2025-05-02 05:00:00,46.32,60000.0,219.0,91.25,31.3,Charge,0,0,7,149044.24,49.978
2025-05-02 05:15:00,41.55,0.0,228.0,95.0,22.97,Idle,0,0,7,150125.71,49.982
2025-05-02 05:30:00,43.77,0.0,228.0,95.0,24.44,Idle,0,0,7,150555.39,50.015
2025-05-02 05:45:00,41.29,0.0,228.0,95.0,22.55,Idle,0,0,7,151036.03,49.968
2025-05-02 06:00:00,42.85,0.0,228.0,95.0,26.14,Idle,0,0,7,149785.39,49.969
2025-05-02 06:15:00,39.07,0.0,228.0,95.0,22.19,Idle,0,0,7,150806.79,50.001
2025-05-02 06:30:00,41.71,0.0,228.0,95.0,21.56,Idle,0,0,7,149713.93,49.99
2025-05-02 06:45:00,41.21,0.0,228.0,95.0,22.92,Idle,0,0,7,149635.9,50.023
2025-05-02 07:00:00,41.01,0.0,228.0,95.0,25.23,Idle,0,0,7,149463.72,50.028
2025-05-02 07:15:00,38.28,0.0,228.0,95.0,21.93,Idle,0,0,7,151127.04,49.949
2025-05-02 07:30:00,40.39,0.0,228.0,95.0,29.28,Idle,0,0,7,150432.65,49.983
2025-05-02 07:45:00,40.38,0.0,228.0,95.0,25.55,Idle,0,0,7,149797.19,49.994
2025-05-02 08:00:00,40.08,0.0,228.0,95.0,28.22,Idle,0,0,7,151066.23,49.979
2025-05-02 08:15:00,39.75,0.0,228.0,95.0,25.19,Idle,0,0,7,149526.88,49.996
2025-05-02 08:30:00,40.17,0.0,228.0,95.0,25.72,Idle,0,0,7,149804.04,50.026
2025-05-02 08:45:00,39.91,0.0,228.0,95.0,20.93,Idle,0,0,7,149392.67,50.002
2025-05-02 09:00:00,41.04,0.0,228.0,95.0,25.88,Idle,0,0,7,149523.39,49.97
2025-05-02 09:15:00,40.03,0.0,228.0,95.0,26.35,Idle,0,0,7,150283.51,50.023
2025-05-02 09:30:00,43.33,0.0,228.0,95.0,22.34,Idle,0,0,7,149734.68,50.004
2025-05-02 09:45:00,44.66,0.0,228.0,95.0,27.58,Idle,0,0,7,151293.21,50.002
2025-05-02 10:00:00,37.04,0.0,228.0,95.0,27.49,Idle,0,0,7,151281.35,50.016
2025-05-02 10:15:00,34.77,0.0,228.0,95.0,22.64,Idle,0,0,7,148844.5,50.028
2025-05-02 10:30:00,44.38,0.0,228.0,95.0,21.32,Idle,0,0,7,150825.18,49.991
2025-05-02 10:45:00,43.73,0.0,228.0,95.0,27.66,Idle,0,0,7,150496.4,49.959
2025-05-02 11:00:00,40.37,0.0,228.0,95.0,24.44,Idle,0,0,7,150950.91,50.013
2025-05-02 11:15:00,39.38,0.0,228.0,95.0,26.37,Idle,0,0,7,149951.0,50.028
2025-05-02 11:30:00,41.99,0.0,228.0,95.0,26.51,Idle,0,0,7,150279.01,50.032
2025-05-02 11:45:00,43.44,0.0,228.0,95.0,25.98,Idle,0,0,7,150091.01,50.005
2025-05-02 12:00:00,46.9,0.0,228.0,95.0,21.62,Idle,0,0,7,150219.07,50.026
2025-05-02 12:15:00,45.78,0.0,228.0,95.0,25.32,Idle,0,0,7,148452.88,49.98
2025-05-02 12:30:00,47.15,0.0,228.0,95.0,27.87,Idle,0,0,7,148152.49,49.987
2025-05-02 12:45:00,44.89,0.0,228.0,95.0,25.16,Idle,0,0,7,148771.76,49.969
2025-05-02 13:00:00,47.51,0.0,228.0,95.0,23.91,Idle,0,0,7,149805.69,50.003
2025-05-02 13:15:00,45.86,0.0,228.0,95.0,23.98,Idle,0,0,7,149606.2,50.027
2025-05-02 13:30:00,48.27,0.0,228.0,95.0,19.66,Idle,0,0,7,147886.97,50.012
2025-05-02 13:45:00,48.17,0.0,228.0,95.0,25.99,Idle,0,0,7,147337.69,49.999
2025-05-02 14:00:00,47.63,0.0,228.0,95.0,25.91,Idle,0,0,7,149007.98,50.016
2025-05-02 14:15:00,50.26,-60000.0,212.21,88.42,28.32,Discharge,0,0,7,150804.8,49.996
2025-05-02 14:30:00,50.76,-60000.0,196.42,81.84,31.35,Discharge,0,0,7,150235.74,49.995
2025-05-02 14:45:00,51.57,-60000.0,180.63,75.26,29.46,Discharge,0,0,7,149746.05,50.011
2025-05-02 15:00:00,56.27,-60000.0,164.84,68.68,31.59,Discharge,0,0,7,150371.28,49.995
2025-05-02 15:15:00,52.19,-60000.0,149.05,62.11,30.37,Discharge,0,0,7,150453.26,50.03
2025-05-02 15:30:00,55.06,-60000.0,133.26,55.53,34.46,Discharge,0,0,7,151701.7,49.992
2025-05-02 15:45:00,55.52,-60000.0,117.47,48.95,31.06,Discharge,0,0,7,149021.73,49.999
2025-05-02 16:00:00,53.77,-60000.0,101.68,42.37,28.64,Discharge,0,0,7,151838.05,50.012
2025-05-02 16:15:00,52.3,-60000.0,85.89,35.79,29.58,Discharge,0,0,7,150602.6,50.026
2025-05-02 16:30:00,59.77,-60000.0,70.11,29.21,29.5,Discharge,0,0,7,150079.37,49.983
2025-05-02 16:45:00,55.42,-60000.0,54.32,22.63,26.53,Discharge,0,0,7,151771.82,50.0
2025-05-02 17:00:00,57.09,0.0,48.0,20.0,26.19,Idle,0,0,7,150648.89,49.991
2025-05-02 17:15:00,56.18,0.0,48.0,20.0,23.69,Idle,0,0,7,151814.9,49.969
2025-05-02 17:30:00,58.06,0.0,48.0,20.0,24.96,Idle,0,0,7,150678.32,50.016
2025-05-02 17:45:00,52.95,0.0,48.0,20.0,26.43,Idle,0,0,7,149563.62,50.007
2025-05-02 18:00:00,57.51,0.0,48.0,20.0,24.34,Idle,0,0,7,149134.29,50.021
2025-05-02 18:15:00,58.41,0.0,48.0,20.0,26.21,Idle,0,0,7,150392.03,49.99
2025-05-02 18:30:00,61.1,0.0,48.0,20.0,21.23,Idle,0,0,7,150255.74,50.044
2025-05-02 18:45:00,60.03,0.0,48.0,20.0,22.65,Idle,0,0,7,149868.33,50.016
2025-05-02 19:00:00,57.41,0.0,48.0,20.0,22.19,Idle,0,0,7,151734.44,49.994
2025-05-02 19:15:00,58.72,0.0,48.0,20.0,25.14,Idle,0,0,7,148165.03,50.024
2025-05-02 19:30:00,59.15,0.0,48.0,20.0,20.79,Idle,0,0,7,151231.3,49.996
2025-05-02 19:45:00,58.14,0.0,48.0,20.0,20.3,Idle,0,0,7,149755.16,50.001
2025-05-02 20:00:00,57.11,0.0,48.0,20.0,23.26,Idle,0,0,7,150793.99,50.004
2025-05-02 20:15:00,61.61,0.0,48.0,20.0,19.85,Idle,0,0,7,149272.71,49.973
2025-05-02 20:30:00,55.29,0.0,48.0,20.0,27.31,Idle,0,0,7,151337.0,50.0
2025-05-02 20:45:00,60.28,0.0,48.0,20.0,25.05,Idle,0,0,7,150824.24,49.971
2025-05-02 21:00:00,59.04,0.0,48.0,20.0,25.4,Idle,0,0,7,149843.57,49.984
2025-05-02 21:15:00,60.58,0.0,48.0,20.0,20.15,Idle,0,0,7,150079.12,50.024
2025-05-02 21:30:00,55.32,0.0,48.0,20.0,26.44,Idle,0,0,7,149244.5,49.983
2025-05-02 21:45:00,56.66,0.0,48.0,20.0,19.24,Idle,0,0,7,149834.95,49.993
2025-05-02 22:00:00,58.65,0.0,48.0,20.0,24.17,Idle,0,0,7,148067.33,50.011
2025-05-02 22:15:00,55.51,0.0,48.0,20.0,25.26,Idle,0,0,7,150482.28,49.986
2025-05-02 22:30:00,58.18,0.0,48.0,20.0,21.76,Idle,0,0,7,150912.13,50.009
2025-05-02 22:45:00,58.34,0.0,48.0,20.0,25.92,Idle,0,0,7,151596.19,50.004
2025-05-02 23:00:00,57.24,0.0,48.0,20.0,25.92,Idle,0,0,7,149590.51,49.979
2025-05-02 23:15:00,57.12,0.0,48.0,20.0,23.94,Idle,0,0,7,149227.25,49.997
2025-05-02 23:30:00,53.88,0.0,48.0,20.0,26.21,Idle,0,0,7,149124.2,50.006
2025-05-02 23:45:00,56.12,0.0,48.0,20.0,24.7,Idle,0,0,7,150116.23,50.021
2025-05-03 00:00:00,57.27,0.0,48.0,20.0,26.99,Idle,0,0,7,148131.1,50.001
2025-05-03 00:15:00,54.11,0.0,48.0,20.0,21.89,Idle,0,0,7,149120.13,49.987
2025-05-03 00:30:00,53.02,0.0,48.0,20.0,24.51,Idle,0,0,7,148330.06,49.986
2025-05-03 00:45:00,54.62,0.0,48.0,20.0,24.8,Idle,0,0,7,149787.55,49.967
2025-05-03 01:00:00,55.49,0.0,48.0,20.0,22.1,Idle,0,0,7,150160.59,50.013
2025-05-03 01:15:00,49.2,60000.0,62.25,25.94,32.09,Charge,0,0,7,148911.48,49.974
2025-05-03 01:30:00,51.42,0.0,48.0,20.0,24.39,Idle,0,0,7,148576.4,49.989
2025-05-03 01:45:00,48.93,60000.0,62.25,25.94,31.53,Charge,0,0,7,149256.66,50.0
2025-05-03 02:00:00,44.37,60000.0,76.5,31.87,27.09,Charge,0,0,7,150717.23,49.994
2025-05-03 02:15:00,49.09,60000.0,90.75,37.81,28.03,Charge,0,0,7,150118.56,49.962
2025-05-03 02:30:00,47.96,60000.0,105.0,43.75,30.95,Charge,0,0,7,150285.85,50.002
2025-05-03 02:45:00,47.14,60000.0,119.25,49.69,26.73,Charge,0,0,7,149156.63,50.02
2025-05-03 03:00:00,45.5,60000.0,133.5,55.62,30.15,Charge,0,0,7,150848.37,49.995
2025-05-03 03:15:00,45.98,60000.0,147.75,61.56,30.18,Charge,0,0,7,152506.91,50.033
2025-05-03 03:30:00,49.57,60000.0,162.0,67.5,32.63,Charge,0,0,7,151694.64,50.009
2025-05-03 03:45:00,45.69,60000.0,176.25,73.44,30.91,Charge,0,0,7,149067.34,50.002
2025-05-03 04:00:00,48.18,60000.0,190.5,79.38,32.2,Charge,0,0,7,150180.39,50.009
2025-05-03 04:15:00,45.15,60000.0,204.75,85.31,29.48,Charge,0,0,7,148845.36,49.995
2025-05-03 04:30:00,45.59,60000.0,219.0,91.25,30.72,Charge,0,0,7,148703.85,50.015
2025-05-03 04:45:00,44.1,0.0,228.0,95.0,20.89,Idle,0,0,7,148686.68,50.012
2025-05-03 05:00:00,45.0,0.0,228.0,95.0,25.3,Idle,0,0,7,150303.5,49.992
2025-05-03 05:15:00,43.28,0.0,228.0,95.0,27.74,Idle,0,0,7,149102.08,50.001
2025-05-03 05:30:00,41.56,0.0,228.0,95.0,24.25,Idle,0,0,7,148328.27,49.985
2025-05-03 05:45:00,37.34,0.0,228.0,95.0,26.58,Idle,0,0,7,149292.62,49.965
2025-05-03 06:00:00,42.03,0.0,228.0,95.0,23.71,Idle,0,0,7,150542.57,50.006
2025-05-03 06:15:00,41.91,0.0,228.0,95.0,25.71,Idle,0,0,7,150110.34,50.007
2025-05-03 06:30:00,42.25,0.0,228.0,95.0,23.07,Idle,0,0,7,149244.7,49.975
2025-05-03 06:45:00,39.61,0.0,228.0,95.0,21.5,Idle,0,0,7,149693.41,50.025
2025-05-03 07:00:00,39.66,0.0,228.0,95.0,24.35,Idle,0,0,7,151224.21,49.994
2025-05-03 07:15:00,40.88,0.0,228.0,95.0,23.51,Idle,0,0,7,149469.97,50.009
2025-05-03 07:30:00,38.37,0.0,228.0,95.0,26.36,Idle,0,0,7,150332.64,49.974
2025-05-03 07:45:00,38.86,0.0,228.0,95.0,25.55,Idle,0,0,7,151057.35,49.997
2025-05-03 08:00:00,39.84,0.0,228.0,95.0,26.81,Idle,0,0,7,149983.31,50.018
2025-05-03 08:15:00,38.83,0.0,228.0,95.0,25.87,Idle,0,0,7,148731.3,49.996
2025-05-03 08:30:00,38.68,0.0,228.0,95.0,26.24,Idle,0,0,7,148652.58,49.993
2025-05-03 08:45:00,40.31,0.0,228.0,95.0,25.09,Idle,0,0,7,150303.52,49.97
2025-05-03 09:00:00,41.11,0.0,228.0,95.0,23.5,Idle,0,0,7,149571.41,49.977
2025-05-03 09:15:00,41.75,0.0,228.0,95.0,25.9,Idle,0,0,7,149642.94,50.003
2025-05-03 09:30:00,41.77,0.0,228.0,95.0,26.44,Idle,0,0,7,150339.57,49.981
2025-05-03 09:45:00,43.62,0.0,228.0,95.0,23.38,Idle,0,0,7,149787.04,49.996
2025-05-03 10:00:00,41.11,0.0,228.0,95.0,25.65,Idle,0,0,7,150158.7,49.977
2025-05-03 10:15:00,45.29,0.0,228.0,95.0,26.6,Idle,0,0,7,150095.44,50.011
2025-05-03 10:30:00,46.8,0.0,228.0,95.0,26.11,Idle,0,0,7,149775.03,49.993
2025-05-03 10:45:00,44.48,0.0,228.0,95.0,29.04,Idle,0,0,7,151555.13,49.977
2025-05-03 11:00:00,40.99,0.0,228.0,95.0,23.54,Idle,0,0,7,150102.61,49.961
2025-05-03 11:15:00,44.68,0.0,228.0,95.0,24.65,Idle,0,0,7,150853.27,50.007
2025-05-03 11:30:00,45.04,0.0,228.0,95.0,23.67,Idle,0,0,7,150453.57,49.969
2025-05-03 11:45:00,45.92,0.0,228.0,95.0,23.94,Idle,0,0,7,150844.01,50.014
2025-05-03 12:00:00,43.77,0.0,228.0,95.0,28.17,Idle,0,0,7,149564.67,50.0
2025-05-03 12:15:00,46.04,0.0,228.0,95.0,25.85,Idle,0,0,7,150243.97,49.967
2025-05-03 12:30:00,44.19,0.0,228.0,95.0,22.77,Idle,0,0,7,149976.03,50.002
2025-05-03 12:45:00,45.88,0.0,228.0,95.0,32.63,Idle,1,1,7,148684.13,50.003
2025-05-03 13:00:00,47.93,0.0,228.0,95.0,24.52,Idle,0,0,7,149714.08,50.008
2025-05-03 13:15:00,46.5,0.0,228.0,95.0,26.38,Idle,0,0,7,149131.05,50.013
2025-05-03 13:30:00,50.41,-60000.0,212.21,88.42,29.65,Discharge,0,0,7,148577.79,49.964
2025-05-03 13:45:00,48.13,60000.0,226.46,94.36,32.02,Charge,0,0,8,152540.92,50.017
2025-05-03 14:00:00,48.46,0.0,228.0,95.0,25.75,Idle,0,0,8,152770.88,49.989
2025-05-03 14:15:00,51.97,-60000.0,212.21,88.42,30.31,Discharge,0,0,8,150261.2,50.018
2025-05-03 14:30:00,51.73,-60000.0,196.42,81.84,27.07,Discharge,0,0,8,150880.87,50.01
2025-05-03 14:45:00,50.88,-60000.0,180.63,75.26,33.03,Discharge,0,0,8,149416.35,49.98
2025-05-03 15:00:00,49.82,60000.0,194.88,81.2,32.24,Charge,0,0,9,149950.47,49.991
2025-05-03 15:15:00,52.75,-60000.0,179.09,74.62,28.01,Discharge,0,0,10,150513.91,50.01
2025-05-03 15:30:00,51.53,-60000.0,163.3,68.04,30.03,Discharge,0,0,10,149522.0,49.977
2025-05-03 15:45:00,51.1,-60000.0,147.51,61.46,31.12,Discharge,0,0,10,150223.3,49.981
2025-05-03 16:00:00,55.73,-60000.0,131.72,54.88,27.07,Discharge,0,0,10,150999.16,49.999
2025-05-03 16:15:00,55.93,-60000.0,115.93,48.31,28.66,Discharge,0,0,10,149808.47,50.0
2025-05-03 16:30:00,57.75,-60000.0,100.14,41.73,30.82,Discharge,0,0,10,147808.7,49.991
2025-05-03 16:45:00,55.47,-60000.0,84.36,35.15,30.54,Discharge,0,0,10,150386.91,49.999
2025-05-03 17:00:00,55.88,-60000.0,68.57,28.57,32.89,Discharge,0,0,10,150490.28,49.957
