Timestamp,Irradiance_Wm2,ModuleTemp_C,PowerAC_kW,VoltageAC_V,CurrentAC_A,Frequency_Hz,Fault_Flag
2023-07-01 17:45:00,175.59,23.02,1790.99,19804.57,51701.48,49.991,0
2023-07-01 18:00:00,0.0,16.54,0.0,19904.71,0.0,49.986,0
2023-07-01 18:15:00,0.0,15.65,0.0,20125.63,0.0,49.991,0
2023-07-01 18:30:00,219.65,23.89,2240.48,20070.95,64677.11,50.009,0
2023-07-01 18:45:00,0.0,18.9,0.0,20172.63,0.0,50.011,0
2023-07-01 19:00:00,150.06,21.96,1530.64,20173.65,44185.8,50.036,0
2023-07-01 19:15:00,0.0,18.96,0.0,19876.63,0.0,49.992,0
2023-07-01 19:30:00,0.0,18.15,0.0,19874.64,0.0,50.024,0
2023-07-01 19:45:00,33.46,18.82,341.34,20082.45,9853.63,50.021,0
2023-07-01 20:00:00,169.46,22.49,1728.47,19835.63,49896.66,49.989,0
2023-07-01 20:15:00,52.36,20.81,534.06,20120.75,15417.07,49.964,0
2023-07-01 20:30:00,140.8,20.41,1436.2,19729.81,41459.49,49.991,0
2023-07-01 20:45:00,0.0,18.23,0.0,19831.41,0.0,49.999,0
2023-07-01 21:00:00,0.0,17.68,0.0,20316.13,0.0,50.012,0
2023-07-01 21:15:00,0.0,16.04,0.0,19997.85,0.0,50.012,0
2023-07-01 21:30:00,0.0,16.68,0.0,20183.4,0.0,49.996,0
2023-07-01 21:45:00,0.0,17.56,0.0,20058.34,0.0,50.017,0
2023-07-01 22:00:00,15.07,17.56,153.72,19859.91,4437.48,50.018,0
2023-07-01 22:15:00,112.08,21.79,1143.2,19641.04,33001.31,49.977,0
2023-07-01 22:30:00,0.0,17.06,0.0,19988.92,0.0,49.997,0
2023-07-01 22:45:00,0.0,16.56,0.0,20274.39,0.0,49.998,0
2023-07-01 23:00:00,21.08,17.29,215.03,20035.34,6207.28,50.018,0
2023-07-01 23:15:00,4.35,17.41,44.4,20006.43,1281.8,49.983,0
2023-07-01 23:30:00,4.93,17.96,50.29,19789.29,1451.76,49.999,0
2023-07-01 23:45:00,14.38,18.36,146.71,20315.87,4235.05,50.042,0
2023-07-02 00:00:00,87.15,20.58,888.89,19587.97,25659.91,49.957,0
2023-07-02 00:15:00,0.0,17.61,0.0,20290.91,0.0,49.977,0
2023-07-02 00:30:00,26.18,18.36,267.08,20083.21,7709.81,50.017,0
2023-07-02 00:45:00,165.45,21.03,1687.62,19820.72,48717.41,49.972,0
2023-07-02 01:00:00,61.39,20.37,626.16,19809.4,18075.57,49.981,0
2023-07-02 01:15:00,91.09,20.47,929.14,19960.45,26821.85,50.016,0
2023-07-02 01:30:00,0.0,16.74,0.0,19710.11,0.0,50.012,0
2023-07-02 01:45:00,0.0,19.01,0.0,19861.92,0.0,49.982,0
2023-07-02 02:00:00,0.0,17.54,0.0,20194.33,0.0,50.009,0
2023-07-02 02:15:00,0.0,18.93,0.0,20167.39,0.0,49.994,0
2023-07-02 02:30:00,0.0,15.75,0.0,20309.55,0.0,49.961,0
2023-07-02 02:45:00,0.0,18.21,0.0,20224.3,0.0,50.016,0
2023-07-02 03:00:00,165.63,22.53,1689.45,20242.0,48770.13,49.973,0
2023-07-02 03:15:00,0.0,19.39,0.0,19661.89,0.0,50.006,0
2023-07-02 03:30:00,0.0,16.88,0.0,20172.18,0.0,49.987,0
2023-07-02 03:45:00,0.0,18.14,0.0,20104.66,0.0,49.999,0
2023-07-02 04:00:00,0.0,19.11,0.0,20042.54,0.0,50.016,0
2023-07-02 04:15:00,81.82,19.61,834.58,20066.96,24092.3,50.013,0
2023-07-02 04:30:00,32.61,20.18,332.64,19827.58,9602.6,49.997,0
2023-07-02 04:45:00,0.0,16.87,0.0,19960.99,0.0,49.982,0
2023-07-02 05:00:00,76.12,20.1,776.4,19879.5,22412.67,50.003,0
2023-07-02 05:15:00,0.0,19.73,0.0,20278.51,0.0,50.019,0
2023-07-02 05:30:00,0.0,18.06,0.0,19695.5,0.0,50.034,0
2023-07-02 05:45:00,122.4,22.89,1248.51,20025.39,36041.44,50.003,0
2023-07-02 06:00:00,0.0,21.67,0.0,20045.14,0.0,49.988,0
2023-07-02 06:15:00,5.24,22.53,53.44,20111.13,1542.77,49.97,0
2023-07-02 06:30:00,192.81,26.41,1966.63,19898.53,56771.58,50.015,0
2023-07-02 06:45:00,232.24,28.0,2368.87,19689.32,68383.31,50.029,0
2023-07-02 07:00:00,531.24,35.87,5418.6,19697.88,156421.52,50.03,0
2023-07-02 07:15:00,87.47,28.14,892.17,20030.11,25754.59,50.006,0
2023-07-02 07:30:00,622.92,39.53,6353.81,20122.05,183418.63,49.985,0
2023-07-02 07:45:00,531.11,38.2,5417.33,19884.04,156384.97,49.984,0
2023-07-02 08:00:00,558.58,39.71,5697.5,19877.29,164472.67,50.004,0
2023-07-02 08:15:00,462.65,38.87,4719.0,19832.37,136225.66,49.999,0
2023-07-02 08:30:00,606.5,42.03,6186.29,19898.86,178582.88,49.992,0
2023-07-02 08:45:00,683.52,46.28,6971.9,20145.54,201261.55,50.0,0
2023-07-02 09:00:00,752.85,47.31,7679.07,19690.21,221675.8,49.998,0
2023-07-02 09:15:00,743.26,45.81,7581.25,19504.14,218851.75,49.972,0
2023-07-02 09:30:00,649.83,44.18,6628.31,20064.81,191342.69,49.972,0
2023-07-02 09:45:00,750.31,48.07,7653.13,20016.42,220926.8,50.021,0
2023-07-02 10:00:00,825.63,50.47,8421.45,19990.25,243106.44,50.041,0
2023-07-02 10:15:00,697.24,46.89,7111.84,20205.04,205301.17,50.044,0
2023-07-02 10:30:00,937.55,53.38,9563.03,19913.39,276060.76,50.019,0
2023-07-02 10:45:00,880.78,51.47,8983.97,20461.29,259344.84,49.99,0
2023-07-02 11:00:00,924.94,53.84,9434.4,19984.03,272347.69,50.029,0
2023-07-02 11:15:00,1004.84,55.62,10200.0,20258.63,294448.64,49.999,0
2023-07-02 11:30:00,1069.93,55.09,10200.0,20157.68,294448.64,49.972,0
2023-07-02 11:45:00,1113.97,56.84,10200.0,19807.57,294448.64,50.022,0
2023-07-02 12:00:00,1066.9,55.42,10200.0,19858.35,294448.64,49.997,0
2023-07-02 12:15:00,740.34,47.71,7551.46,19992.68,217991.77,50.01,0
2023-07-02 12:30:00,1022.98,55.07,10200.0,20109.07,294448.64,50.007,0
2023-07-02 12:45:00,1050.96,56.26,10200.0,19758.19,294448.64,50.021,0
2023-07-02 13:00:00,784.09,48.83,7997.69,19918.75,230873.3,50.02,0
2023-07-02 13:15:00,1092.0,56.41,10200.0,19757.81,294448.64,50.007,0
2023-07-02 13:30:00,921.43,50.57,9398.59,19916.39,271314.03,49.97,0
2023-07-02 13:45:00,813.62,47.37,8298.92,20027.87,239569.22,49.985,0
2023-07-02 14:00:00,973.82,51.29,9932.92,19935.6,286738.69,50.006,0
2023-07-02 14:15:00,691.84,44.39,7056.81,19842.11,203712.68,50.035,0
2023-07-02 14:30:00,765.58,44.52,7808.94,20051.81,225424.66,50.005,0
2023-07-02 14:45:00,812.6,44.98,8288.55,19725.56,239269.7,49.965,0
2023-07-02 15:00:00,656.7,40.6,6698.33,20381.42,193364.24,50.029,0
2023-07-02 15:15:00,607.51,38.69,6196.63,19615.76,178881.22,50.02,0
2023-07-02 15:30:00,747.69,41.21,7626.41,19874.34,220155.4,50.004,0
2023-07-02 15:45:00,500.4,34.59,5104.07,20474.97,147341.87,50.003,0
2023-07-02 16:00:00,452.19,33.44,4612.35,19971.78,133147.11,50.02,0
2023-07-02 16:15:00,614.29,37.37,6265.77,19594.1,180877.06,50.004,0
2023-07-02 16:30:00,269.96,26.08,2753.6,19680.86,79489.45,50.026,0
2023-07-02 16:45:00,229.2,25.13,2337.81,20080.56,67486.83,50.011,0
2023-07-02 17:00:00,278.19,23.93,2837.5,19896.61,81911.45,49.988,0
2023-07-02 17:15:00,385.37,27.28,3930.81,20265.07,113472.82,49.971,0
2023-07-02 17:30:00,162.62,22.58,1658.7,19692.97,47882.6,49.993,0
2023-07-02 17:45:00,96.57,20.81,985.04,20184.55,28435.53,49.993,0
2023-07-02 18:00:00,152.12,21.62,1551.64,20058.82,44791.9,49.997,0
2023-07-02 18:15:00,0.0,18.48,0.0,20332.84,0.0,50.044,0
2023-07-02 18:30:00,0.0,17.46,0.0,20087.48,0.0,49.97,0
2023-07-02 18:45:00,0.0,18.29,0.0,19949.14,0.0,49.992,0
2023-07-02 19:00:00,0.0,17.41,0.0,20096.83,0.0,50.006,0
2023-07-02 19:15:00,0.0,17.0,0.0,19984.25,0.0,50.017,0
2023-07-02 19:30:00,0.0,17.59,0.0,20192.54,0.0,49.952,0
2023-07-02 19:45:00,3.48,16.47,35.48,19962.67,1024.21,50.016,0
2023-07-02 20:00:00,98.63,21.83,1005.99,19945.39,29040.41,49.993,0
2023-07-02 20:15:00,26.34,19.31,268.69,19931.08,7756.55,49.987,0
2023-07-02 20:30:00,14.22,20.36,145.05,19970.04,4187.33,50.011,0
2023-07-02 20:45:00,0.0,17.75,0.0,20124.79,0.0,50.044,0
2023-07-02 21:00:00,0.0,17.82,0.0,19910.41,0.0,49.942,0
2023-07-02 21:15:00,0.0,20.56,0.0,20328.9,0.0,50.064,0
2023-07-02 21:30:00,0.0,18.02,0.0,19721.38,0.0,50.009,0
2023-07-02 21:45:00,80.1,19.23,817.07,19987.73,23586.78,50.009,0
2023-07-02 22:00:00,2.55,17.91,25.96,19917.59,749.47,50.015,0
2023-07-02 22:15:00,188.54,22.39,1923.08,19964.58,55514.51,49.995,0
2023-07-02 22:30:00,0.0,18.12,0.0,20089.39,0.0,50.005,0
2023-07-02 22:45:00,0.0,18.8,0.0,20049.99,0.0,49.968,0
2023-07-02 23:00:00,132.63,21.24,1352.84,19796.68,39053.19,49.987,0
2023-07-02 23:15:00,0.0,18.96,0.0,20479.74,0.0,49.972,0
2023-07-02 23:30:00,0.0,17.52,0.0,19866.03,0.0,50.008,0
2023-07-02 23:45:00,29.43,19.53,300.19,19960.56,8665.84,50.012,0
2023-07-03 00:00:00,26.61,19.15,271.38,19947.42,7834.03,50.024,0
2023-07-03 00:15:00,0.0,16.6,0.0,19885.96,0.0,49.977,0
2023-07-03 00:30:00,0.0,18.78,0.0,19867.97,0.0,49.998,0
2023-07-03 00:45:00,0.0,16.89,0.0,20184.16,0.0,49.991,0
2023-07-03 01:00:00,0.0,17.21,0.0,20016.17,0.0,50.037,0
2023-07-03 01:15:00,22.35,18.6,228.01,20163.45,6582.21,49.962,0
2023-07-03 01:30:00,0.0,18.25,0.0,19960.99,0.0,49.981,0
2023-07-03 01:45:00,0.0,18.09,0.0,20088.1,0.0,49.982,0
2023-07-03 02:00:00,0.0,17.99,0.0,20059.04,0.0,49.982,0
2023-07-03 02:15:00,130.04,20.15,1326.44,20081.35,38291.12,49.993,0
2023-07-03 02:30:00,63.14,18.88,644.05,19741.53,18592.14,50.0,0
2023-07-03 02:45:00,96.62,20.01,985.55,20162.68,28450.49,50.0,0
2023-07-03 03:00:00,0.0,18.33,0.0,20393.23,0.0,49.972,0
2023-07-03 03:15:00,62.54,18.53,637.91,20081.3,18414.95,50.001,0
2023-07-03 03:30:00,82.21,20.11,838.57,19877.62,24207.35,49.986,0
2023-07-03 03:45:00,0.0,17.36,0.0,20066.85,0.0,49.982,0
2023-07-03 04:00:00,162.87,20.94,1661.25,19991.28,47956.09,50.029,0
2023-07-03 04:15:00,0.0,18.07,0.0,20191.36,0.0,50.032,0
2023-07-03 04:30:00,0.0,17.91,0.0,20026.43,0.0,50.002,0
2023-07-03 04:45:00,46.75,20.87,476.83,19791.12,13764.8,49.981,0
2023-07-03 05:00:00,120.64,18.53,1230.55,19957.32,35522.85,50.033,0
2023-07-03 05:15:00,0.0,19.23,0.0,20279.33,0.0,49.99,0
2023-07-03 05:30:00,0.0,18.45,0.0,19927.24,0.0,49.979,0
2023-07-03 05:45:00,0.0,19.61,0.0,19725.74,0.0,50.013,0
2023-07-03 06:00:00,0.0,21.78,0.0,19751.25,0.0,50.013,0
2023-07-03 06:15:00,0.0,21.95,0.0,19889.51,0.0,50.002,0
2023-07-03 06:30:00,0.0,22.03,0.0,20280.36,0.0,50.005,0
2023-07-03 06:45:00,44.51,24.89,454.02,20149.32,13106.55,50.003,0
2023-07-03 07:00:00,403.19,33.38,4112.52,19982.95,118718.12,50.023,0
2023-07-03 07:15:00,296.88,33.0,3028.17,20111.22,87415.79,50.011,0
2023-07-03 07:30:00,444.76,35.76,4536.58,19891.14,130959.71,50.005,0
2023-07-03 07:45:00,504.04,37.76,5141.26,20081.2,148415.35,49.998,0
2023-07-03 08:00:00,614.93,42.15,6272.28,20242.71,181065.03,50.01,0
2023-07-03 08:15:00,720.31,44.16,7347.16,20008.35,212094.35,49.996,0
2023-07-03 08:30:00,721.33,44.41,7357.57,20034.09,212394.74,50.005,0
2023-07-03 08:45:00,637.42,44.99,6501.67,20059.29,187687.04,50.002,0
2023-07-03 09:00:00,482.47,39.08,4921.15,19900.49,142061.45,50.032,0
2023-07-03 09:15:00,816.81,49.37,8331.44,19884.16,240507.94,49.975,0
2023-07-03 09:30:00,682.14,46.04,6957.87,19868.52,200856.27,49.998,0
2023-07-03 09:45:00,794.64,48.76,8105.32,20068.61,233980.42,50.009,0
2023-07-03 10:00:00,797.13,49.62,8130.74,19503.98,234714.32,49.985,0
2023-07-03 10:15:00,988.47,53.23,10082.38,20037.84,291053.2,49.968,0
2023-07-03 10:30:00,817.82,50.2,8341.72,20157.72,240804.8,49.994,0
2023-07-03 10:45:00,796.4,48.93,8123.28,19951.33,234498.97,49.994,0
2023-07-03 11:00:00,1140.2,57.47,10200.0,19815.66,294448.64,50.002,0
2023-07-03 11:15:00,1007.32,55.71,10200.0,19819.48,294448.64,49.994,0
2023-07-03 11:30:00,950.71,53.35,9697.2,19880.39,279934.07,49.997,0
2023-07-03 11:45:00,873.14,53.02,8905.98,19796.49,257093.43,50.008,0
2023-07-03 12:00:00,994.06,52.13,10139.39,20064.02,292698.95,49.975,0
2023-07-03 12:15:00,924.73,51.84,9432.29,19798.07,272286.77,49.986,0
2023-07-03 12:30:00,978.56,53.25,9981.3,20003.59,288135.43,49.995,0
2023-07-03 12:45:00,984.22,54.5,10039.05,20383.78,289802.28,49.993,0
2023-07-03 13:00:00,1035.85,53.35,10200.0,20111.57,294448.64,50.001,0
2023-07-03 13:15:00,803.85,47.52,8199.3,20020.46,236693.48,50.007,0
2023-07-03 13:30:00,1020.18,53.72,10200.0,19969.32,294448.64,50.008,0
2023-07-03 13:45:00,857.18,49.41,8743.19,20044.56,252394.1,49.969,0
2023-07-03 14:00:00,1005.76,51.1,10200.0,19800.18,294448.64,50.019,0
2023-07-03 14:15:00,813.47,47.02,8297.4,19740.3,239525.39,49.961,0
2023-07-03 14:30:00,749.28,42.84,7642.63,20371.59,220623.73,50.005,0
2023-07-03 14:45:00,897.4,47.87,9153.47,19879.88,264237.84,49.994,0
2023-07-03 15:00:00,746.3,42.82,7612.24,20269.03,219746.32,50.02,0
2023-07-03 15:15:00,518.24,36.42,5286.01,19844.87,152593.91,50.024,0
2023-07-03 15:30:00,774.18,40.06,7896.65,20086.52,227956.76,50.006,0
2023-07-03 15:45:00,563.78,36.18,5750.6,20171.8,166005.63,49.984,0
2023-07-03 16:00:00,777.39,39.95,7929.4,20006.24,228901.93,49.999,0
2023-07-03 16:15:00,462.99,33.26,4722.51,19938.28,136327.26,49.998,0
2023-07-03 16:30:00,344.74,28.82,3516.36,20309.93,101508.59,49.988,0
2023-07-03 16:45:00,339.9,29.46,3466.95,20070.5,100082.25,50.008,0
2023-07-03 17:00:00,307.01,26.69,3131.53,20120.33,90399.48,49.986,0
2023-07-03 17:15:00,7.84,17.9,79.95,20004.07,2307.83,50.032,0
2023-07-03 17:30:00,204.25,22.6,2083.34,20101.16,60140.77,50.013,0
2023-07-03 17:45:00,135.73,22.25,1384.5,19746.36,39966.95,50.02,0
2023-07-03 18:00:00,112.3,19.61,1145.51,20266.01,33068.02,50.028,0
2023-07-03 18:15:00,61.95,19.28,631.85,20266.19,18239.93,49.976,0
2023-07-03 18:30:00,0.0,14.82,0.0,20359.59,0.0,50.013,0
2023-07-03 18:45:00,132.73,20.66,1353.84,20267.62,39081.97,49.969,0
2023-07-03 19:00:00,127.22,22.15,1297.6,19720.8,37458.35,49.986,0
2023-07-03 19:15:00,64.02,19.32,652.98,20279.14,18850.04,50.007,0
2023-07-03 19:30:00,85.76,18.26,874.76,19761.22,25252.13,50.02,0
2023-07-03 19:45:00,47.29,16.83,482.37,20419.83,13924.69,49.996,0
2023-07-03 20:00:00,28.98,18.56,295.62,19923.0,8533.82,50.011,0
2023-07-03 20:15:00,0.0,16.87,0.0,20161.77,0.0,49.989,0
2023-07-03 20:30:00,0.0,18.0,0.0,19766.99,0.0,50.012,0
2023-07-03 20:45:00,6.78,18.07,69.11,19762.74,1995.14,50.008,0
2023-07-03 21:00:00,18.44,19.87,188.07,19917.38,5429.03,50.024,0
2023-07-03 21:15:00,16.68,18.99,170.09,19983.68,4910.2,50.036,0
2023-07-03 21:30:00,0.0,17.12,0.0,19915.94,0.0,49.992,0
2023-07-03 21:45:00,0.0,16.73,0.0,20060.96,0.0,50.025,0
2023-07-03 22:00:00,171.59,20.33,1750.21,20308.57,50524.28,50.015,0
2023-07-03 22:15:00,181.68,23.43,1853.12,20165.65,53495.1,50.029,0
2023-07-03 22:30:00,0.0,16.87,0.0,19949.42,0.0,50.014,0
2023-07-03 22:45:00,17.4,20.68,177.5,20127.34,5124.11,49.977,0
2023-07-03 23:00:00,0.0,19.13,0.0,19982.15,0.0,50.017,0
2023-07-03 23:15:00,0.0,18.35,0.0,19869.31,0.0,49.999,0
2023-07-03 23:30:00,32.85,19.18,335.08,19805.91,9672.88,50.039,0
2023-07-03 23:45:00,72.17,20.11,736.13,20288.8,21250.11,49.999,0
2023-07-04 00:00:00,0.0,17.03,0.0,19886.39,0.0,49.967,0
2023-07-04 00:15:00,139.58,22.97,1423.69,19995.76,41098.3,49.979,0
2023-07-04 00:30:00,0.0,17.64,0.0,19814.72,0.0,49.99,0
2023-07-04 00:45:00,6.53,18.37,66.61,19914.15,1922.92,49.987,0
2023-07-04 01:00:00,113.73,19.6,1160.02,20050.8,33486.9,50.011,0
2023-07-04 01:15:00,0.0,18.24,0.0,19764.38,0.0,50.002,0
2023-07-04 01:30:00,25.51,18.99,260.17,19925.45,7510.45,49.998,0
2023-07-04 01:45:00,0.0,18.49,0.0,19668.17,0.0,49.983,0
2023-07-04 02:00:00,119.41,20.3,1217.97,20469.06,35159.66,50.008,0
2023-07-04 02:15:00,0.0,15.85,0.0,20300.79,0.0,49.966,0
2023-07-04 02:30:00,0.0,17.77,0.0,20233.26,0.0,49.972,0
2023-07-04 02:45:00,13.99,17.21,142.65,20100.67,4117.95,49.979,0
2023-07-04 03:00:00,0.0,16.83,0.0,20173.58,0.0,50.011,0
2023-07-04 03:15:00,106.45,19.39,1085.81,19813.53,31344.63,50.023,0
2023-07-04 03:30:00,0.0,17.27,0.0,19899.8,0.0,50.02,0
2023-07-04 03:45:00,0.0,18.82,0.0,19973.08,0.0,50.015,0
2023-07-04 04:00:00,141.45,21.92,1442.83,20242.19,41651.02,49.966,0
2023-07-04 04:15:00,64.69,19.75,659.79,20017.15,19046.45,50.025,0
2023-07-04 04:30:00,216.61,23.69,2209.41,20025.79,63780.08,50.021,0
2023-07-04 04:45:00,28.65,17.15,292.23,19780.9,8435.9,50.028,0
2023-07-04 05:00:00,40.71,18.48,415.28,20211.14,11988.1,50.026,0
2023-07-04 05:15:00,0.0,17.42,0.0,19926.92,0.0,50.017,0
2023-07-04 05:30:00,172.25,24.24,1756.92,20003.16,50718.03,49.963,0
2023-07-04 05:45:00,35.68,20.13,363.97,20083.38,10506.99,49.956,0
2023-07-04 06:00:00,82.01,24.08,836.49,20232.0,24147.42,50.001,0
2023-07-04 06:15:00,6.59,22.94,67.2,19676.59,1939.77,50.014,0
2023-07-04 06:30:00,167.67,26.53,1710.23,20183.09,49370.09,50.017,0
2023-07-04 06:45:00,217.71,27.91,2220.66,19984.42,64104.81,50.02,0
2023-07-04 07:00:00,291.48,30.84,2973.07,20099.93,85825.17,50.012,0
2023-07-04 07:15:00,197.44,29.02,2013.85,20067.5,58134.97,49.988,0
2023-07-04 07:30:00,342.08,34.09,3489.24,20212.08,100725.54,50.043,0
2023-07-04 07:45:00,612.5,41.32,6247.5,19982.57,180349.71,50.011,0
2023-07-04 08:00:00,711.33,43.78,7255.6,20152.49,209451.06,50.01,0
2023-07-04 08:15:00,737.23,46.23,7519.7,19754.58,217075.07,49.994,0
2023-07-04 08:30:00,663.31,43.58,6765.8,19966.35,195311.7,49.99,0
2023-07-04 08:45:00,675.17,45.41,6886.78,19996.97,198804.17,49.981,0
2023-07-04 09:00:00,688.29,47.34,7020.59,20006.2,202666.88,50.02,0
2023-07-04 09:15:00,721.58,45.57,7360.08,20022.23,212467.3,50.043,0
2023-07-04 09:30:00,799.13,48.46,8151.15,20158.15,235303.41,49.994,0
2023-07-04 09:45:00,691.4,45.59,7052.23,19936.27,203580.32,49.975,0
2023-07-04 10:00:00,945.93,53.08,9648.46,19904.47,278527.18,50.006,0
2023-07-04 10:15:00,1072.91,57.31,10200.0,20114.39,294448.64,49.98,0
2023-07-04 10:30:00,1049.11,57.41,10200.0,20318.85,294448.64,50.009,0
2023-07-04 10:45:00,780.43,49.29,7960.37,20039.76,229796.19,50.024,0
2023-07-04 11:00:00,1036.4,54.88,10200.0,19936.31,294448.64,50.008,0
2023-07-04 11:15:00,1173.15,59.25,10200.0,20018.91,294448.64,50.027,0
2023-07-04 11:30:00,1104.27,59.44,10200.0,19848.18,294448.64,50.03,0
